SERVICE_CODE,TARIFF_NUMBER,STANDARD_ITEM_CODE,STOP_TYPE_CODE,AUDIT_CREATE_DATE,AUDIT_CRT_USERID,AUDIT_UPDATE_DATE,AUDIT_UPDT_USERID,STANDARD_ITEM_CODE Description,ARTYPE,SERVICE,Invoicable,Distributable,ITYPE_CODE,REV_ACCT,EXP_ACCT,ROLE_CODE,VPSDES,INVSEQ,INVPRINT,UNIT_DEFAULT,REPORTING_CATEGORY,GCS_FLAG,IMS_XREF_CODE
CRATING,GE VAN0005,CRAT,ORIG,3/2/1995 11:54:17 ,AVANT,3/28/1999 21:12:43 ,CFURNISH,Crating,TRADE,Y,Y,Y,A,3002,7305,O,,70.00,N,,A,N,
DEBR_LABR,GE VAN0005,DEPI,DEST,3/2/1995 11:54:17 ,AVANT,,,Debris Pickup,TRADE,Y,Y,Y,A,3202,7305,D,,400.00,Y,EA,A,N,D
DEBR_PICK,GE VAN0005,DEPI,DEST,3/2/1995 11:54:17 ,AVANT,,,Debris Pickup,TRADE,Y,Y,Y,A,3202,7305,D,,400.00,Y,EA,A,N,D
ELEVATOR,GE VAN0005,ELED,DEST,3/2/1995 11:54:17 ,AVANT,,,Elevator-Destination,TRADE,Y,Y,Y,A,3105,7305,H,,126.00,Y,CWT,A,N,
PIANOELEV,GE VAN0005,ELED,DEST,3/2/1995 11:54:17 ,AVANT,,,Elevator-Destination,TRADE,Y,Y,Y,A,3105,7305,H,,126.00,Y,CWT,A,N,
ELEVATOR,GE VAN0005,ELEO,ORIG,3/2/1995 11:54:17 ,AVANT,,,Elevator-Origin,TRADE,Y,Y,Y,A,3105,7305,H,,125.00,Y,CWT,A,N,
FUEL_SIT,GE VAN0005,FUSC,,3/2/1995 11:54:17 ,AVANT,,,Fuel Surcharge Cartage,TRADE,Y,Y,Y,A,3109,7305,H,,565.00,Y,PCT,A,N,
FUELSRCHRG,GE VAN0005,FUSU,,3/2/1995 11:54:17 ,AVANT,,,Fuel Surcharge,TRADE,Y,Y,Y,A,3109,7305,H,,45.00,Y,PCT,A,B,
GRND_CLOCK,GE VAN0005,GRCL,,3/2/1995 11:54:17 ,AVANT,,,Grandfather Clock,TRADE,Y,Y,Y,A,3105,7305,H,,120.00,Y,EA,A,N,
INS_SIT,GE VAN0005,INSC,,3/2/1995 11:54:17 ,AVANT,,,Insurance Surcharge-Cartage,TRADE,Y,Y,N,A,3110,7305,H,,560.00,Y,PCT,A,N,
INS_SRCHRG,GE VAN0005,INSU,,3/2/1995 11:54:17 ,AVANT,,,Insurance Surcharge,TRADE,Y,Y,N,A,3110,7305,H,,40.00,Y,PCT,A,N,
SHUT_LABR,GE VAN0005,IOLD,DEST,3/2/1995 11:54:17 ,AVANT,,,Imp Operations Labor-Dest,TRADE,Y,Y,Y,A,3105,7305,H,,310.00,Y,HRS,A,N,D
SHUT_LABR,GE VAN0005,IOLO,ORIG,3/2/1995 11:54:17 ,AVANT,,,Imp Operations Labor-Origin,TRADE,Y,Y,Y,A,3105,7305,H,,305.00,Y,HRS,A,N,O
SHUTTLE,GE VAN0005,IOVD,DEST,3/2/1995 11:54:17 ,AVANT,,,Imp Operations Van-Dest,TRADE,Y,Y,Y,A,3105,7305,H,,305.00,Y,HRS,A,N,D
RVP,GEHIND0003,RVPF,,11/21/1997,FBR,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,GEHIND0003,RVPA,,11/21/1997,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,GELIGH0001,RVPF,,6/10/1999,FBR,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,GELIGH0001,RVPA,,6/10/1999,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,GELPHA0001,RVP,,7/26/1996,FBR,,,Replacement Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,812.00,Y,CWT,C,N,
RVP_ADDNL,GELPHA0001,RVPA,,7/26/1996,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
AUTO,GEMALT0001,VETR,,7/11/2012,TKINNICK,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
RVP,GEMALT0001,RVPF,,7/11/2012,TKINNICK,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
SPORT_UTIL,GEMALT0001,VETR,,7/11/2012,TKINNICK,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK,GEMALT0001,VETR,,7/11/2012,TKINNICK,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK_CAMP,GEMALT0001,VETR,,7/11/2012,TKINNICK,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
VAN,GEMALT0001,VETR,,7/11/2012,TKINNICK,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
RVP,GEMALT0002,RVPF,,7/11/2012,TKINNICK,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP,GEMPLU0001,RVPF,,9/16/1999,FBR,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,GEMPLU0001,RVPA,,9/16/1999,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,GENAER0001,RVPF,,5/8/2000,FBR,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,GENAER0001,RVPA,,5/8/2000,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,GENATO0001,RVPF,,3/20/2002,FBR,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,GENATO0001,RVPA,,3/20/2002,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,GENATO0002,RVPF,,2/19/2009 7:50:51 ,KLESZCZYNS,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,GENATO0002,RVPA,,2/19/2009 7:50:51 ,KLESZCZYNS,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
AUTO,GENATO0002,VETR,,2/19/2009 7:50:51 ,KLESZCZYNS,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
SPORT_UTIL,GENATO0002,VETR,,2/19/2009 7:50:51 ,KLESZCZYNS,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK,GENATO0002,VETR,,2/19/2009 7:50:51 ,KLESZCZYNS,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK_CAMP,GENATO0002,VETR,,2/19/2009 7:50:51 ,KLESZCZYNS,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
VAN,GENATO0002,VETR,,2/19/2009 7:50:51 ,KLESZCZYNS,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
RVP,GENATO0003,RVP,,12/10/2013,TKINNICK,,,Replacement Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,812.00,Y,CWT,C,N,
AUTO,GENBAN0001,VETR,,8/22/2011,CHOOVER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK,GENBAN0001,VETR,,8/22/2011,CHOOVER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK_CAMP,GENBAN0001,VETR,,8/22/2011,CHOOVER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
VAN,GENBAN0001,VETR,,8/22/2011,CHOOVER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
SPORT_UTIL,GENBAN0001,VETR,,8/22/2011,CHOOVER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
RVP,GENBAN0001,RVP,,8/22/2011,CHOOVER,,,Replacement Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,812.00,Y,CWT,C,N,
RVP_ADDNL,GENBAN0001,RVPA,,8/22/2011,CHOOVER,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,GENBAN0002,RVP,,8/22/2011,CHOOVER,,,Replacement Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,812.00,Y,CWT,C,N,
RVP_ADDNL,GENBAN0002,RVPA,,8/22/2011,CHOOVER,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
AUTO,GENBRA0001,VETR,,4/9/2012,TKINNICK,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
RVP,GENBRA0001,RVPF,,4/9/2012,TKINNICK,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
SPORT_UTIL,GENBRA0001,VETR,,4/9/2012,TKINNICK,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK,GENBRA0001,VETR,,4/9/2012,TKINNICK,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK_CAMP,GENBRA0001,VETR,,4/9/2012,TKINNICK,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
VAN,GENBRA0001,VETR,,4/9/2012,TKINNICK,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
RVP,GENBRA0002,RVPF,,4/9/2012,TKINNICK,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP,GENBUI0003,RVPF,,11/14/1996,FBR,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,GENBUI0003,RVPA,,11/14/1996,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
UNIT_FINE,GENBUI0003,FFWR,ORIG,11/14/1996 11:28:51 ,FBR,,,Fine Finish Wrapping,TRADE,Y,Y,Y,A,3105,7305,O,,218.00,Y,EA,A,N,
UNIT_WRAP,GENBUI0003,UPWR,ORIG,11/14/1996 11:28:51 ,FBR,,,Upholstery Wrapping,TRADE,Y,Y,Y,A,3105,7305,O,,218.00,Y,EA,A,N,
RVP,GENBUI0005,RVPF,,7/13/1998,FBR,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,GENBUI0005,RVPA,,7/13/1998,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
FVP_GEMAR,GENELE0005,FVP,,6/20/1995,FBR,,,Full Value Protection,TRADE,Y,Y,Y,O,3507,3507,B,,815.00,Y,HND,C,N,
FVP_GERET,GENELE0005,FVP,,6/20/1995,FBR,,,Full Value Protection,TRADE,Y,Y,Y,O,3507,3507,B,,815.00,Y,HND,C,N,
DVP,GENELE0005,DVP,,6/20/1995,FBR,,,Declared Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,814.00,Y,HND,C,N,
PAPER_PAD,GENELE0005,PAPA,,6/20/1995,FBR,,,Papering/Padding,TRADE,Y,Y,Y,A,3105,7305,O,,361.00,Y,CF,A,N,
RVP,GENGRO0001,RVPF,,10/19/2006 11:45:52 ,KTRAEDER,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,GENGRO0001,RVPA,,10/19/2006 11:45:52 ,KTRAEDER,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,GENINT0003,RVP,,5/19/1994,FBR,,,Replacement Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,812.00,Y,CWT,C,N,
RVP_ADDNL,GENINT0003,RVPA,,5/19/1994,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
UNIT_WRAP,GENINT0003,UPWR,ORIG,5/12/1994,FBR,,,Upholstery Wrapping,TRADE,Y,Y,Y,A,3105,7305,O,,218.00,Y,EA,A,N,
UNIT_FINE,GENINT0003,FFWR,ORIG,5/12/1994,FBR,,,Fine Finish Wrapping,TRADE,Y,Y,Y,A,3105,7305,O,,218.00,Y,EA,A,N,
RVP,GENMAG0001,RVP,,2/21/1996,FBR,,,Replacement Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,812.00,Y,CWT,C,N,
RVP_ADDNL,GENMAG0001,RVPA,,2/21/1996,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
UNIT_FINE,GENMAG0001,FFWR,ORIG,2/21/1996 8:48:44 ,FBR,,,Fine Finish Wrapping,TRADE,Y,Y,Y,A,3105,7305,O,,218.00,Y,EA,A,N,
UNIT_WRAP,GENMAG0001,UPWR,ORIG,2/21/1996 8:48:44 ,FBR,,,Upholstery Wrapping,TRADE,Y,Y,Y,A,3105,7305,O,,218.00,Y,EA,A,N,
RVP,GENMIL0006,RVP,,4/24/1995,FBR,,,Replacement Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,812.00,Y,CWT,C,N,
RVP_ADDNL,GENMIL0006,RVPA,,4/24/1995,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
UNIT_FINE,GENMIL0006,FFWR,ORIG,4/24/1995 14:00:24 ,FBR,,,Fine Finish Wrapping,TRADE,Y,Y,Y,A,3105,7305,O,,218.00,Y,EA,A,N,
UNIT_WRAP,GENMIL0006,UPWR,ORIG,4/24/1995 14:00:24 ,FBR,,,Upholstery Wrapping,TRADE,Y,Y,Y,A,3105,7305,O,,218.00,Y,EA,A,N,
RVP,GENMOT0003,RVP,,5/19/1994,FBR,,,Replacement Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,812.00,Y,CWT,C,N,
RVP_ADDNL,GENMOT0003,RVPA,,5/19/1994,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
AUTO,GENMOT0003,VETR,,5/19/1994,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK,GENMOT0003,VETR,,9/13/1994 9:26:21 ,toleary,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK_CAMP,GENMOT0003,VETR,,9/13/1994 9:26:57 ,toleary,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
VAN,GENMOT0003,VETR,,9/13/1994 9:00:37 ,toleary,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
DUNE_BUGGY,GENMOT0003,VETR,,9/13/1994 9:06:27 ,toleary,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
SPORT_UTIL,GENMOT0003,VETR,,9/13/1994 9:24:31 ,toleary,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
AUTO,GENMOT0005,VETR,,10/4/1999,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
DUNE_BUGGY,GENMOT0005,VETR,,10/4/1999,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
SPORT_UTIL,GENMOT0005,VETR,,10/4/1999,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK,GENMOT0005,VETR,,10/4/1999,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK_CAMP,GENMOT0005,VETR,,10/4/1999,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
VAN,GENMOT0005,VETR,,10/4/1999,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
RVP,GENMOT0006,RVPF,,10/7/1999,FBR,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,GENMOT0006,RVPA,,10/7/1999,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
AUTO,GENMOT0006,VETR,,10/7/1999,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
DUNE_BUGGY,GENMOT0006,VETR,,10/7/1999,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
SPORT_UTIL,GENMOT0006,VETR,,10/7/1999,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK,GENMOT0006,VETR,,10/7/1999,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK_CAMP,GENMOT0006,VETR,,10/7/1999,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
VAN,GENMOT0006,VETR,,10/7/1999,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
AUTO,GENMOT0007,VETR,,10/7/1999,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
DUNE_BUGGY,GENMOT0007,VETR,,10/7/1999,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
SPORT_UTIL,GENMOT0007,VETR,,10/7/1999,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK,GENMOT0007,VETR,,10/7/1999,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK_CAMP,GENMOT0007,VETR,,10/7/1999,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
VAN,GENMOT0007,VETR,,10/7/1999,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
RVP,GENMOT0007,RVPF,,10/7/1999,FBR,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,GENMOT0007,RVPA,,10/7/1999,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
ADDNL_TRAN,GENMOT0007,ADTD,DEST,10/11/1999 8:42:30 ,TOLEARY,,,Add'l Transportation-Dest,TRADE,Y,Y,Y,A,3105,7305,H,,12.00,Y,CWT,A,N,
ADDNL_TRAN,GENMOT0007,ADTO,ORIG,10/11/1999 8:42:30 ,TOLEARY,,,Add'l Transportation-Origin,TRADE,Y,Y,Y,A,3105,7305,H,,11.00,Y,CWT,A,N,
ADVERT_DIS,GENMOT0007,MISC,,10/11/1999 8:42:30 ,TOLEARY,,,Miscellaneous Services,TRADE,Y,Y,Y,A,3105,7305,H,,250.00,N,,A,B,"B,P,O,H,W,D"
ADV_CHARGE,GENMOT0007,ADCH,,10/11/1999 8:42:30 ,TOLEARY,,,Advanced Charge,TRADE,Y,Y,Y,O,2215,7305,I,,801.00,N,,A,N,"B,O,W,D"
AIRPLANE,GENMOT0007,NOSI,,10/11/1999 8:42:30 ,TOLEARY,,,No Standard Item,TRADE,Y,Y,N,O,0,0,B,,998.00,N,,N,N,
APPL_SRVCE,GENMOT0007,APSD,DEST,10/11/1999 8:42:30 ,TOLEARY,,,Appliance Service-Destination,TRADE,Y,Y,Y,A,3105,7305,D,,101.00,Y,,A,N,
APPL_SRVCE,GENMOT0007,APSO,ORIG,10/11/1999 8:42:30 ,TOLEARY,,,Appliance Service-Origin,TRADE,Y,Y,Y,A,3105,7305,O,,100.00,Y,,A,N,
ATV,GENMOT0007,BULK,,10/11/1999 8:42:30 ,TOLEARY,,,Bulky Article,TRADE,Y,Y,Y,A,3105,7305,H,,150.00,Y,EA,A,N,
BOAT,GENMOT0007,NOSI,,10/11/1999 8:42:30 ,TOLEARY,,,No Standard Item,TRADE,Y,Y,N,O,0,0,B,,998.00,N,,N,N,
BOAT_TRAIL,GENMOT0007,NOSI,,10/11/1999 8:42:30 ,TOLEARY,,,No Standard Item,TRADE,Y,Y,N,O,0,0,B,,998.00,N,,N,N,
CAMPER,GENMOT0007,NOSI,,10/11/1999 8:42:30 ,TOLEARY,,,No Standard Item,TRADE,Y,Y,N,O,0,0,B,,998.00,N,,N,N,
CAMPER_SH,GENMOT0007,NOSI,,10/11/1999 8:42:30 ,TOLEARY,,,No Standard Item,TRADE,Y,Y,N,O,0,0,B,,998.00,N,,N,N,
CAMPR_TRVL,GENMOT0007,NOSI,,10/11/1999 8:42:30 ,TOLEARY,,,No Standard Item,TRADE,Y,Y,N,O,0,0,B,,998.00,N,,N,N,
CANOE,GENMOT0007,BULK,,10/11/1999 8:42:30 ,TOLEARY,,,Bulky Article,TRADE,Y,Y,Y,A,3105,7305,H,,150.00,Y,EA,A,N,
CLMATE_VAN,GENMOT0007,CLCO,,10/11/1999 8:42:30 ,TOLEARY,,,Climate Control,TRADE,Y,Y,Y,A,3105,7305,H,,325.00,Y,MI,A,N,
COMP_VHCLE,GENMOT0007,NOSI,,10/11/1999 8:42:30 ,TOLEARY,,,No Standard Item,TRADE,Y,Y,N,O,0,0,B,,998.00,N,,N,N,
CONTAINER,GENMOT0007,PACO,ORIG,10/11/1999 8:42:30 ,TOLEARY,,,Packing Containers,TRADE,Y,Y,Y,A,3003,7305,O,,50.00,N,,A,N,"P,O"
CRATING,GENMOT0007,CRAT,ORIG,10/11/1999 8:42:30 ,TOLEARY,,,Crating,TRADE,Y,Y,Y,A,3002,7305,O,,70.00,N,,A,N,
DEBR_LABR,GENMOT0007,DEPI,DEST,10/11/1999 8:42:30 ,TOLEARY,,,Debris Pickup,TRADE,Y,Y,Y,A,3202,7305,D,,400.00,Y,EA,A,N,D
DEBR_PICK,GENMOT0007,DEPI,DEST,10/11/1999 8:42:30 ,TOLEARY,,,Debris Pickup,TRADE,Y,Y,Y,A,3202,7305,D,,400.00,Y,EA,A,N,D
DISTANCE,GENMOT0007,DICD,DEST,10/11/1999 8:42:30 ,TOLEARY,,,Distance Carry Destination,TRADE,Y,Y,Y,A,3105,7305,H,,121.00,Y,CWT,A,N,
DISTANCE,GENMOT0007,DICO,ORIG,10/11/1999 8:42:30 ,TOLEARY,,,Distance Carry Origin,TRADE,Y,Y,Y,A,3105,7305,H,,120.00,Y,CWT,A,N,
DIVERSION,GENMOT0007,DICH,,10/11/1999 8:42:30 ,TOLEARY,,,Diversion Charge,TRADE,Y,Y,Y,A,3105,7305,H,,330.00,Y,CWT,A,N,
ELEVATOR,GENMOT0007,ELED,DEST,10/11/1999 8:42:30 ,TOLEARY,,,Elevator-Destination,TRADE,Y,Y,Y,A,3105,7305,H,,126.00,Y,CWT,A,N,
ELEVATOR,GENMOT0007,ELEO,ORIG,10/11/1999 8:42:30 ,TOLEARY,,,Elevator-Origin,TRADE,Y,Y,Y,A,3105,7305,H,,125.00,Y,CWT,A,N,
EMPTY_MILE,GENMOT0007,EMMI,,10/11/1999 8:42:30 ,TOLEARY,,,Empty Mileage,TRADE,Y,Y,Y,A,3105,7305,H,,0.00,Y,MI,A,N,
EXCL_VHCLE,GENMOT0007,NOSI,,10/11/1999 8:42:30 ,TOLEARY,,,No Standard Item,TRADE,Y,Y,N,O,0,0,B,,998.00,N,,N,N,
EXP_SRVCE,GENMOT0007,NOSI,,10/11/1999 8:42:30 ,TOLEARY,,,No Standard Item,TRADE,Y,Y,N,O,0,0,B,,998.00,N,,N,N,
EXTRA_STOP,GENMOT0007,EXDE,DEST,10/11/1999 8:42:30 ,TOLEARY,,,Extra Delivery,TRADE,Y,Y,Y,A,3105,7305,H,,171.00,Y,EA,A,N,D
EXTRA_STOP,GENMOT0007,EXPI,ORIG,10/11/1999 8:42:30 ,TOLEARY,,,Extra Pickup,TRADE,Y,Y,Y,A,3105,7305,H,,170.00,Y,EA,A,N,O
EX_IMPORT,GENMOT0007,EXIM,,10/11/1999 8:42:30 ,TOLEARY,,,Export/Import,TRADE,Y,Y,Y,A,3105,7305,H,,176.00,Y,CWT,A,N,
FARM_EQUIP,GENMOT0007,BULK,,10/11/1999 8:42:30 ,TOLEARY,,,Bulky Article,TRADE,Y,Y,Y,A,3105,7305,H,,150.00,Y,EA,A,N,
FARM_TRAIL,GENMOT0007,BULK,,10/11/1999 8:42:30 ,TOLEARY,,,Bulky Article,TRADE,Y,Y,Y,A,3105,7305,H,,150.00,Y,EA,A,N,
FINE_MATRL,GENMOT0007,WRMA,ORIG,10/11/1999 8:42:30 ,TOLEARY,,,Wrapping Materials,TRADE,Y,Y,Y,A,3003,7305,O,,219.00,Y,CF,N,N,
FORKLIFT,GENMOT0007,MISC,,10/11/1999 8:42:30 ,TOLEARY,,,Miscellaneous Services,TRADE,Y,Y,Y,A,3105,7305,H,,250.00,N,,A,B,"B,P,O,H,W,D"
